# RM1120200.012                                                                
# Embrapa_ 02/02/2011 00:00:28 02/02/2011 00:01:29 0100 -060.0 -002.9 -90 00 30.0 1013.0
# 0000600 0010 0000600 0010 05                                                 
# 1 0 1 04000 1 0960 7.50 00355.o 0 0 00 000 12 000600 0.500 BT0               
# 1 1 1 04000 1 0960 7.50 00355.o 0 0 00 000 00 000600 3.1746 BC0              
# 1 0 2 04000 1 0990 7.50 00387.o 0 0 00 000 12 000600 0.020 BT1               
# 1 1 2 04000 1 0990 7.50 00387.o 0 0 00 000 00 000600 3.1746 BC1              
# 1 1 2 04000 1 0990 7.50 00408.o 0 0 00 000 00 000600 3.1746 BC2              
  324	  1.6195	  0.1333	  1.9979	  0.0333	  0.0000
  325	  1.6217	  0.1000	  1.9980	  0.0000	  0.0000
  326	  1.6191	  0.0000	  1.9978	  0.0000	  0.0000
  327	  1.6260	  0.0667	  1.9985	  0.0000	  0.0000
  328	  1.6241	  0.1000	  1.9976	  0.0000	  0.0000
  329	  1.6280	  0.0000	  1.9983	  0.0000	  0.0000
  330	  1.6209	  0.0333	  1.9980	  0.0000	  0.0000
  331	  1.6223	  0.0333	  1.9993	  0.0000	  0.0000
  332	  1.6199	  0.0000	  1.9984	  0.0000	  0.0000
  333	  1.6225	  0.0667	  1.9983	  0.0000	  0.0000
  334	  1.6239	  0.0333	  1.9982	  0.0333	  0.0000
  335	  1.6197	  0.0000	  1.9979	  0.0000	  0.0000
  336	  1.6272	  0.0333	  1.9979	  0.0333	  0.0000
  337	  1.6215	  0.1000	  1.9977	  0.0000	  0.0000
  338	  1.6215	  0.0000	  1.9980	  0.0000	  0.0000
  339	  1.6231	  0.0333	  1.9988	  0.0000	  0.0000
  340	  1.6217	  0.0000	  1.9983	  0.0000	  0.0000
  341	  1.6223	  0.0667	  1.9981	  0.0000	  0.0000
  342	  1.6189	  0.0333	  1.9993	  0.0000	  0.0000
  343	  1.6231	  0.0000	  1.9986	  0.0333	  0.0000
  344	  1.6219	  0.0333	  1.9988	  0.0000	  0.0000
  345	  1.6207	  0.0333	  1.9991	  0.0000	  0.0000
  346	  1.6274	  0.0000	  1.9982	  0.0000	  0.0000
  347	  1.6252	  0.0333	  1.9973	  0.0000	  0.0000
  348	  1.6217	  0.0333	  1.9985	  0.0000	  0.0000
  349	  1.6270	  0.0667	  1.9978	  0.0333	  0.0000
  350	  1.6258	  0.0667	  1.9968	  0.0333	  0.0000
  351	  1.6205	  0.1333	  1.9976	  0.0000	  0.0000
  352	  1.6246	  0.0333	  1.9979	  0.0000	  0.0000
  353	  1.6209	  0.2000	  1.9985	  0.0000	  0.0000
  354	  1.6243	  0.0667	  1.9979	  0.0333	  0.0000
  355	  1.6248	  0.0333	  1.9985	  0.0333	  0.0000
  356	  1.6213	  0.1000	  1.9988	  0.0000	  0.0000
  357	  1.6243	  0.1000	  1.9986	  0.0333	  0.0000
  358	  1.6195	  0.0667	  1.9978	  0.0333	  0.0000
  359	  1.6211	  0.0000	  1.9981	  0.0000	  0.0000
  360	  1.6256	  0.0667	  1.9984	  0.0000	  0.0000
  361	  1.6213	  0.0000	  1.9974	  0.0000	  0.0000
  362	  1.6280	  0.0333	  1.9971	  0.0000	  0.0000
  363	  1.6201	  0.0000	  1.9977	  0.0000	  0.0000
